ep_id,country,main_activity,clustered,activity_uuid_product_uuid,multi_match,completion,category
efa553d8c0402b9ffef4d59153eb9d861ffa43ca,germany,service provider,alarm system,3b11f419-2204-5b7c-8cf5-70650f0555ca_245732f4-a5ce-4881-816b-a207ba8df4c8,TRUE,low,ep_product
efa553d8c0402b9ffef4d59153eb9d861ffa43ca,netherlands,service provider,alarm system,3d731062-1960-5a36-bd19-6ab2b0bf67c2_245732f4-a5ce-4881-816b-a207ba8df4c8,TRUE,low,ep_product
efa553d8c0402b9ffef4d59153eb9d861ffa43ca,netherlands,service provider,alarm system,3b11f419-2204-5b7c-8cf5-70650f0555ca_245732f4-a5ce-4881-816b-a207ba8df4c8,TRUE,low,ep_product
efa553d8c0402b9ffef4d59153eb9d861ffa43ca,spain,missing,alarm system,3d731062-1960-5a36-bd19-6ab2b0bf67c2_245732f4-a5ce-4881-816b-a207ba8df4c8,TRUE,low,ep_product
efa553d8c0402b9ffef4d59153eb9d861ffa43ca,spain,missing,alarm system,3b11f419-2204-5b7c-8cf5-70650f0555ca_245732f4-a5ce-4881-816b-a207ba8df4c8,TRUE,low,ep_product
62ea6ba3fda7754f07ab390523b5d1180e078c86,germany,service provider,all-wheel drives,34cb403d-cbb6-5ced-81cd-bf97a0b248f3_6272e937-9524-463b-ae03-65d65f8ff6df,FALSE,low,ep_product
8d809cbaa08593b7d7e94775c959670e0b985a12,france,subcontractor,alloy,68271e60-59e5-524b-8b83-b6d8079d693f_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
8d809cbaa08593b7d7e94775c959670e0b985a12,france,subcontractor,alloy,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
8d809cbaa08593b7d7e94775c959670e0b985a12,france,subcontractor,alloy,6f18a779-1b49-5880-ba75-4b5649c5f272_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
8d809cbaa08593b7d7e94775c959670e0b985a12,france,subcontractor,alloy,31d3b62a-5532-52b3-b9ea-cc931a0e3787_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
8d809cbaa08593b7d7e94775c959670e0b985a12,germany,missing,alloy,68271e60-59e5-524b-8b83-b6d8079d693f_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
8d809cbaa08593b7d7e94775c959670e0b985a12,germany,missing,alloy,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
8d809cbaa08593b7d7e94775c959670e0b985a12,germany,missing,alloy,6f18a779-1b49-5880-ba75-4b5649c5f272_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
8d809cbaa08593b7d7e94775c959670e0b985a12,germany,missing,alloy,31d3b62a-5532-52b3-b9ea-cc931a0e3787_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
8d809cbaa08593b7d7e94775c959670e0b985a12,spain,missing,alloy,68271e60-59e5-524b-8b83-b6d8079d693f_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
8d809cbaa08593b7d7e94775c959670e0b985a12,spain,missing,alloy,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
8d809cbaa08593b7d7e94775c959670e0b985a12,spain,missing,alloy,6f18a779-1b49-5880-ba75-4b5649c5f272_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
8d809cbaa08593b7d7e94775c959670e0b985a12,spain,missing,alloy,31d3b62a-5532-52b3-b9ea-cc931a0e3787_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
9469632b0e79457a3394c216194257f2f73fa77e,france,missing,alloy iron,d9704463-45e6-5aa5-9982-6cc6a982241a_55cd1ee7-9869-4248-8800-1be2f66267aa,TRUE,low,ep_product
9469632b0e79457a3394c216194257f2f73fa77e,france,missing,alloy iron,72dc6f3d-3cc0-5ebd-a1ef-da807c9899a1_55cd1ee7-9869-4248-8800-1be2f66267aa,TRUE,low,ep_product
9469632b0e79457a3394c216194257f2f73fa77e,spain,missing,alloy iron,d9704463-45e6-5aa5-9982-6cc6a982241a_55cd1ee7-9869-4248-8800-1be2f66267aa,TRUE,low,ep_product
9469632b0e79457a3394c216194257f2f73fa77e,spain,missing,alloy iron,72dc6f3d-3cc0-5ebd-a1ef-da807c9899a1_55cd1ee7-9869-4248-8800-1be2f66267aa,TRUE,low,ep_product
5814598f0318116e5b12bf2e4989cc2a9edf3b21,spain,missing,alloy steel pipes,46d1e548-981c-5bb2-8821-55fee9f66320_817c3650-4fed-4ef2-b9b6-404a198834e6,TRUE,low,ep_product
5814598f0318116e5b12bf2e4989cc2a9edf3b21,spain,missing,alloy steel pipes,a0c1c2d2-7c9a-5148-ac2e-34094f7be201_817c3650-4fed-4ef2-b9b6-404a198834e6,TRUE,low,ep_product
cb57a580e8f5aeabcec03f5dec3f7b4f6fb41fcf,spain,service provider,almond meal,c72aa21e-612d-5706-b1ab-c4604c750b87_0cb00cc5-6a2f-4bce-969e-425b45206734,FALSE,low,ep_product
213c0f9b3cf9b96591e702a502b1b2515fa5ce0d,spain,service provider,almond nougat,c72aa21e-612d-5706-b1ab-c4604c750b87_0cb00cc5-6a2f-4bce-969e-425b45206734,FALSE,low,ep_product
079fbd175165bff5895456777b2ff54be115c067,spain,service provider,almond paste,c72aa21e-612d-5706-b1ab-c4604c750b87_0cb00cc5-6a2f-4bce-969e-425b45206734,FALSE,low,ep_product
5b14dcd94b292eb5dd57e590d7ccbbb11840d994,spain,missing,almonds,c72aa21e-612d-5706-b1ab-c4604c750b87_0cb00cc5-6a2f-4bce-969e-425b45206734,FALSE,high,ep_product
5b14dcd94b292eb5dd57e590d7ccbbb11840d994,spain,service provider,almonds,c72aa21e-612d-5706-b1ab-c4604c750b87_0cb00cc5-6a2f-4bce-969e-425b45206734,FALSE,high,ep_product
efe2ae91e4b1b36062f6c0c3c71b2aaa297b6acc,spain,service provider,alternators for diesel engines,a657054f-2ada-560f-808f-62d4f9876863_6b7e58ca-8d06-49bd-8b8e-02673cda3297,TRUE,low,ep_product
efe2ae91e4b1b36062f6c0c3c71b2aaa297b6acc,spain,service provider,alternators for diesel engines,f60d2971-f9af-5543-8fa4-e557a565a672_6b7e58ca-8d06-49bd-8b8e-02673cda3297,TRUE,low,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,austria,missing,aluminium,ff4fd9d9-7dcb-5a50-926f-76ae31fa454d_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,austria,missing,aluminium,73f37024-063b-507c-a976-5bc8e1ee469f_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,austria,service provider,aluminium,ff4fd9d9-7dcb-5a50-926f-76ae31fa454d_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,austria,service provider,aluminium,73f37024-063b-507c-a976-5bc8e1ee469f_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,france,missing,aluminium,ff4fd9d9-7dcb-5a50-926f-76ae31fa454d_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,france,missing,aluminium,73f37024-063b-507c-a976-5bc8e1ee469f_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,france,service provider,aluminium,ff4fd9d9-7dcb-5a50-926f-76ae31fa454d_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,france,service provider,aluminium,73f37024-063b-507c-a976-5bc8e1ee469f_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,france,subcontractor,aluminium,ff4fd9d9-7dcb-5a50-926f-76ae31fa454d_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,france,subcontractor,aluminium,73f37024-063b-507c-a976-5bc8e1ee469f_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,germany,missing,aluminium,ff4fd9d9-7dcb-5a50-926f-76ae31fa454d_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,germany,missing,aluminium,73f37024-063b-507c-a976-5bc8e1ee469f_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,germany,service provider,aluminium,ff4fd9d9-7dcb-5a50-926f-76ae31fa454d_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,germany,service provider,aluminium,73f37024-063b-507c-a976-5bc8e1ee469f_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,netherlands,missing,aluminium,ff4fd9d9-7dcb-5a50-926f-76ae31fa454d_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,netherlands,missing,aluminium,73f37024-063b-507c-a976-5bc8e1ee469f_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,netherlands,service provider,aluminium,ff4fd9d9-7dcb-5a50-926f-76ae31fa454d_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,netherlands,service provider,aluminium,73f37024-063b-507c-a976-5bc8e1ee469f_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,spain,missing,aluminium,ff4fd9d9-7dcb-5a50-926f-76ae31fa454d_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,spain,missing,aluminium,73f37024-063b-507c-a976-5bc8e1ee469f_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,spain,service provider,aluminium,ff4fd9d9-7dcb-5a50-926f-76ae31fa454d_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
3e2c9dc3c3453663bb4515bbd3f03f629cda9d07,spain,service provider,aluminium,73f37024-063b-507c-a976-5bc8e1ee469f_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,high,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,austria,missing,aluminium alloys,8a04801a-8e8f-527e-9f32-bf5c6a2b226c_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,austria,missing,aluminium alloys,89aac91d-10df-5ca4-8625-b723a68432e1_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,austria,service provider,aluminium alloys,8a04801a-8e8f-527e-9f32-bf5c6a2b226c_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,austria,service provider,aluminium alloys,89aac91d-10df-5ca4-8625-b723a68432e1_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,france,missing,aluminium alloys,8a04801a-8e8f-527e-9f32-bf5c6a2b226c_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,france,missing,aluminium alloys,89aac91d-10df-5ca4-8625-b723a68432e1_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,france,service provider,aluminium alloys,8a04801a-8e8f-527e-9f32-bf5c6a2b226c_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,france,service provider,aluminium alloys,89aac91d-10df-5ca4-8625-b723a68432e1_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,france,subcontractor,aluminium alloys,8a04801a-8e8f-527e-9f32-bf5c6a2b226c_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,france,subcontractor,aluminium alloys,89aac91d-10df-5ca4-8625-b723a68432e1_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,germany,missing,aluminium alloys,8a04801a-8e8f-527e-9f32-bf5c6a2b226c_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,germany,missing,aluminium alloys,89aac91d-10df-5ca4-8625-b723a68432e1_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,germany,service provider,aluminium alloys,8a04801a-8e8f-527e-9f32-bf5c6a2b226c_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,germany,service provider,aluminium alloys,89aac91d-10df-5ca4-8625-b723a68432e1_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,netherlands,missing,aluminium alloys,8a04801a-8e8f-527e-9f32-bf5c6a2b226c_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,netherlands,missing,aluminium alloys,89aac91d-10df-5ca4-8625-b723a68432e1_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,netherlands,service provider,aluminium alloys,8a04801a-8e8f-527e-9f32-bf5c6a2b226c_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,netherlands,service provider,aluminium alloys,89aac91d-10df-5ca4-8625-b723a68432e1_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,spain,missing,aluminium alloys,8a04801a-8e8f-527e-9f32-bf5c6a2b226c_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,spain,missing,aluminium alloys,89aac91d-10df-5ca4-8625-b723a68432e1_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,spain,service provider,aluminium alloys,8a04801a-8e8f-527e-9f32-bf5c6a2b226c_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
ab79a46eac93cc4fa107b3363492feadbdbe3494,spain,service provider,aluminium alloys,89aac91d-10df-5ca4-8625-b723a68432e1_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,medium,ep_product
fcdc75676b824d8dead6b0b3109af0098c245f6e,germany,service provider,aluminium bands,8a04801a-8e8f-527e-9f32-bf5c6a2b226c_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,low,ep_product
fcdc75676b824d8dead6b0b3109af0098c245f6e,germany,service provider,aluminium bands,89aac91d-10df-5ca4-8625-b723a68432e1_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,low,ep_product
1311e784d9f0e67d29c6fa09cf8c6cf48dfe63bb,spain,missing,aluminium bars,ff4fd9d9-7dcb-5a50-926f-76ae31fa454d_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,low,ep_product
1311e784d9f0e67d29c6fa09cf8c6cf48dfe63bb,spain,missing,aluminium bars,73f37024-063b-507c-a976-5bc8e1ee469f_618bf4eb-bee5-4d38-8e4f-78cfebf779be,TRUE,low,ep_product
ade8a616f173838354c4c704d0034ec1694ed031,germany,missing,aluminium bodies for commercial vehicles,8a04801a-8e8f-527e-9f32-bf5c6a2b226c_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,low,ep_product
ade8a616f173838354c4c704d0034ec1694ed031,germany,missing,aluminium bodies for commercial vehicles,89aac91d-10df-5ca4-8625-b723a68432e1_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,low,ep_product
655b57a24ba825ffa148d583b761462d6bc74a99,germany,multi-category,aluminium bottles,be330b86-a8df-5966-b55f-605b5bf8a703_d7ff1811-40af-5f9c-a645-21a05091fa39,TRUE,low,ep_product
655b57a24ba825ffa148d583b761462d6bc74a99,germany,multi-category,aluminium bottles,a5a6eb56-056a-55ab-8c69-2c80349dad96_d7ff1811-40af-5f9c-a645-21a05091fa39,TRUE,low,ep_product
4fc8a262979e1e2407ff65477ba5170573d83034,germany,multi-category,aluminium cables,af1dd24b-87c2-521e-b2b2-d607ab6db29e_58b3db4e-19b8-43f2-8545-55229a5ee6e4,TRUE,medium,ep_product
4fc8a262979e1e2407ff65477ba5170573d83034,germany,multi-category,aluminium cables,9a9ce09d-6381-5831-8521-4be49e40458e_58b3db4e-19b8-43f2-8545-55229a5ee6e4,TRUE,medium,ep_product
1f3d98e8b0158b8388a7e17e18ff070e34871c26,austria,service provider,aluminium die cut articles,be330b86-a8df-5966-b55f-605b5bf8a703_d7ff1811-40af-5f9c-a645-21a05091fa39,TRUE,low,ep_product
1f3d98e8b0158b8388a7e17e18ff070e34871c26,austria,service provider,aluminium die cut articles,a5a6eb56-056a-55ab-8c69-2c80349dad96_d7ff1811-40af-5f9c-a645-21a05091fa39,TRUE,low,ep_product
887f7891feba68a06b47c84a3d91dbcb728fa5b4,germany,service provider,aluminium film,be330b86-a8df-5966-b55f-605b5bf8a703_d7ff1811-40af-5f9c-a645-21a05091fa39,TRUE,low,ep_product
887f7891feba68a06b47c84a3d91dbcb728fa5b4,germany,service provider,aluminium film,a5a6eb56-056a-55ab-8c69-2c80349dad96_d7ff1811-40af-5f9c-a645-21a05091fa39,TRUE,low,ep_product
a66bdb6f71d5a5c4c668f3e8c0cab53b4f7e7c03,spain,missing,aluminium frame,68271e60-59e5-524b-8b83-b6d8079d693f_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
a66bdb6f71d5a5c4c668f3e8c0cab53b4f7e7c03,spain,missing,aluminium frame,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
a66bdb6f71d5a5c4c668f3e8c0cab53b4f7e7c03,spain,missing,aluminium frame,6f18a779-1b49-5880-ba75-4b5649c5f272_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
a66bdb6f71d5a5c4c668f3e8c0cab53b4f7e7c03,spain,missing,aluminium frame,31d3b62a-5532-52b3-b9ea-cc931a0e3787_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
38430e72a594c3a392f248b0862b11284b6563a7,austria,service provider,aluminium plates,68271e60-59e5-524b-8b83-b6d8079d693f_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
38430e72a594c3a392f248b0862b11284b6563a7,austria,service provider,aluminium plates,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
38430e72a594c3a392f248b0862b11284b6563a7,austria,service provider,aluminium plates,6f18a779-1b49-5880-ba75-4b5649c5f272_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
38430e72a594c3a392f248b0862b11284b6563a7,austria,service provider,aluminium plates,31d3b62a-5532-52b3-b9ea-cc931a0e3787_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
38430e72a594c3a392f248b0862b11284b6563a7,netherlands,service provider,aluminium plates,68271e60-59e5-524b-8b83-b6d8079d693f_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
38430e72a594c3a392f248b0862b11284b6563a7,netherlands,service provider,aluminium plates,7ac71fd7-a65b-5f2c-9289-7335f9945c11_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
38430e72a594c3a392f248b0862b11284b6563a7,netherlands,service provider,aluminium plates,6f18a779-1b49-5880-ba75-4b5649c5f272_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
38430e72a594c3a392f248b0862b11284b6563a7,netherlands,service provider,aluminium plates,31d3b62a-5532-52b3-b9ea-cc931a0e3787_fef44ccb-917e-4c8d-bb35-a1898827b659,TRUE,low,ep_product
058de0f3596785945ff8a7b169371d8783a806bf,france,subcontractor,aluminium profiles,8a04801a-8e8f-527e-9f32-bf5c6a2b226c_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,low,ep_product
058de0f3596785945ff8a7b169371d8783a806bf,france,subcontractor,aluminium profiles,89aac91d-10df-5ca4-8625-b723a68432e1_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,low,ep_product
058de0f3596785945ff8a7b169371d8783a806bf,germany,missing,aluminium profiles,8a04801a-8e8f-527e-9f32-bf5c6a2b226c_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,low,ep_product
058de0f3596785945ff8a7b169371d8783a806bf,germany,missing,aluminium profiles,89aac91d-10df-5ca4-8625-b723a68432e1_e77d9460-e423-4e88-8c44-d1a4545b0b07,TRUE,low,ep_product
